ID,angry,disgust,fear,happy,sad,surprise,neutral
1,0.1039622641509434,0.0009433962264150948,0.08207547169811323,0.16320754716981148,0.12490566037735831,0.03132075471698108,0.4920754716981125
10,0.044864864864864795,0.001081081081081081,0.049189189189189166,0.6154054054054049,0.051621621621621525,0.023783783783783777,0.21270270270270267
13,0.09466666666666657,0.011199999999999941,0.11280000000000011,0.028266666666666655,0.2885333333333333,0.007066666666666653,0.45586666666666714
